Date,Instructor_ID,Class_Type,Time_Slot,Session_Duration,3Day_Free_Trial,Subscribers,Pay_Per_Session,Evaluation_Score
2024-08-07,INST001,Yoga,Afternoon,45MIN,4,26,8,4.26
2024-08-07,INST001,Yoga,Morning,60MIN,4,18,5,4.15
2024-08-07,INST001,Aerobics,Afternoon,30MIN,9,8,15,4.2
2024-08-07,INST001,B.L.T.,Morning,45MIN,8,13,18,4.27
2024-08-07,INST002,B.L.T.,Early Morning,30MIN,0,8,13,4.05
2024-08-07,INST002,B.L.T.,Morning,30MIN,8,20,5,4.17
2024-08-07,INST002,B.L.T.,Evening,75MIN,7,9,7,4.07
2024-08-07,INST002,B.L.T.,Evening,30MIN,6,16,19,4.25
2024-08-07,INST010,Myobility,Early Morning,30MIN,6,1,5,3.6
2024-08-07,INST010,B.L.T.,Afternoon,15MIN,5,5,16,3.74
2024-08-07,INST010,B.L.T.,Evening,45MIN,8,12,6,3.74
2024-08-07,INST010,B.L.T.,Early Morning,15MIN,3,8,9,3.68
2024-08-07,INST010,B.L.T.,Morning,75MIN,1,20,21,3.9
2024-08-07,INST010,Myobility,Early Morning,75MIN,5,1,7,3.61
2024-08-07,INST010,Myobility,Afternoon,60MIN,9,24,6,3.87
2024-08-07,INST007,Aerobics,Afternoon,60MIN,6,4,15,3.33
2024-08-07,INST007,Meditation,Afternoon,75MIN,3,9,1,3.21
2024-08-07,INST007,Aerobics,Early Morning,60MIN,4,2,26,3.4
2024-08-07,INST007,Yoga,Morning,15MIN,3,18,6,3.35
2024-08-07,INST007,Yoga,Morning,75MIN,8,25,4,3.45
2024-08-07,INST007,Yoga,Afternoon,45MIN,8,25,3,3.44
2024-08-07,INST004,B.L.T.,Early Morning,30MIN,9,7,25,4.37
2024-08-07,INST004,Hip Hop,Morning,30MIN,9,18,3,4.26
2024-08-07,INST004,B.L.T.,Early Morning,30MIN,9,11,26,4.42
2024-08-07,INST004,B.L.T.,Early Morning,15MIN,1,1,45,4.43
2024-08-07,INST014,Hip Hop,Morning,75MIN,3,6,14,3.63
2024-08-07,INST014,Hip Hop,Evening,15MIN,1,27,1,3.69
2024-08-07,INST014,Muscle and Hustle,Early Morning,30MIN,4,2,37,3.83
2024-08-07,INST013,Myobility,Early Morning,75MIN,0,18,29,4.15
2024-08-07,INST013,B.L.T.,Evening,30MIN,3,21,19,4.11
2024-08-07,INST013,Myobility,Morning,15MIN,5,27,7,4.07
2024-08-07,INST013,B.L.T.,Afternoon,30MIN,3,5,25,4.01
2024-08-07,INST013,Myobility,Early Morning,30MIN,4,9,12,3.93
2024-08-07,INST013,B.L.T.,Afternoon,60MIN,1,13,31,4.13
2024-08-07,INST013,Myobility,Early Morning,75MIN,4,1,29,4.02
2024-08-07,INST005,TRX Circuit Party,Evening,30MIN,0,10,17,3.75
2024-08-07,INST005,TRX Circuit Party,Early Morning,45MIN,6,14,16,3.84
2024-08-07,INST005,TRX Circuit Party,Evening,45MIN,2,14,19,3.83
2024-08-07,INST005,Aerobics,Morning,60MIN,1,38,4,3.91
2024-08-07,INST005,TRX Circuit Party,Early Morning,45MIN,1,15,22,3.86
2024-08-07,INST005,TRX Circuit Party,Afternoon,75MIN,1,4,7,3.6
2024-08-07,INST017,Meditation,Evening,60MIN,0,17,8,3.85
2024-08-07,INST017,Meditation,Early Morning,15MIN,2,14,5,3.81
2024-08-07,INST017,Muscle and Hustle,Evening,60MIN,6,17,11,3.94
2024-08-07,INST017,Meditation,Morning,45MIN,1,11,5,3.77
2024-08-07,INST017,Meditation,Evening,30MIN,4,30,9,4.03
2024-08-07,INST017,Muscle and Hustle,Evening,60MIN,1,10,19,3.9
2024-08-07,INST016,Hip Hop,Early Morning,30MIN,7,3,24,3.94
2024-08-07,INST016,B.L.T.,Early Morning,30MIN,2,12,11,3.85
2024-08-07,INST016,Hip Hop,Afternoon,60MIN,0,2,23,3.85
2024-08-07,INST016,Yoga,Afternoon,15MIN,4,18,4,3.86
2024-08-07,INST016,Hip Hop,Morning,15MIN,8,9,15,3.92
2024-08-07,INST020,Boxing,Early Morning,30MIN,5,16,21,4.34
2024-08-07,INST020,B.L.T.,Afternoon,30MIN,0,15,12,4.19
2024-08-07,INST020,Hip Hop,Morning,30MIN,8,4,11,4.15
2024-08-07,INST020,B.L.T.,Early Morning,75MIN,7,17,16,4.32
2024-08-07,INST020,Hip Hop,Morning,75MIN,7,18,11,4.28
2024-08-07,INST008,Myobility,Afternoon,60MIN,3,35,6,4.28
2024-08-07,INST008,Myobility,Early Morning,30MIN,3,13,24,4.24
2024-08-07,INST008,Muscle and Hustle,Morning,15MIN,8,22,17,4.31
2024-08-07,INST008,Myobility,Early Morning,15MIN,4,27,13,4.28
2024-08-07,INST008,Muscle and Hustle,Early Morning,60MIN,9,35,1,4.29
2024-08-08,INST015,Hip Hop,Early Morning,75MIN,1,7,15,3.87
2024-08-08,INST015,Hip Hop,Morning,30MIN,8,1,7,3.8
2024-08-08,INST015,Hip Hop,Afternoon,15MIN,4,6,7,3.81
2024-08-08,INST015,Aerobics,Early Morning,60MIN,2,8,6,3.8
2024-08-08,INST015,Aerobics,Evening,75MIN,2,4,18,3.88
2024-08-08,INST015,Aerobics,Morning,45MIN,6,27,13,4.1
2024-08-08,INST015,Hip Hop,Morning,60MIN,4,7,8,3.83
2024-08-08,INST017,Meditation,Afternoon,45MIN,1,15,6,3.82
2024-08-08,INST017,Pilates,Morning,60MIN,3,30,10,4.03
2024-08-08,INST017,Pilates,Afternoon,60MIN,7,20,2,3.89
2024-08-08,INST016,B.L.T.,Morning,45MIN,6,23,10,3.99
2024-08-08,INST016,Yoga,Afternoon,15MIN,2,12,4,3.78
2024-08-08,INST016,Hip Hop,Morning,60MIN,0,10,34,4.04
2024-08-08,INST016,Hip Hop,Afternoon,60MIN,1,27,6,3.94
2024-08-08,INST016,Yoga,Morning,60MIN,9,19,0,3.88
2024-08-08,INST016,B.L.T.,Afternoon,75MIN,2,17,1,3.8
2024-08-08,INST014,Hip Hop,Afternoon,60MIN,4,12,1,3.57
2024-08-08,INST014,Meditation,Evening,30MIN,5,29,8,3.82
2024-08-08,INST014,Hip Hop,Morning,60MIN,7,4,1,3.52
2024-08-08,INST014,Meditation,Evening,75MIN,1,21,9,3.71
2024-08-08,INST014,Hip Hop,Afternoon,60MIN,6,15,23,3.84
2024-08-08,INST014,Meditation,Evening,60MIN,0,28,12,3.8
2024-08-08,INST014,Hip Hop,Early Morning,75MIN,9,0,1,3.5
2024-08-08,INST011,Muscle and Hustle,Evening,15MIN,6,19,10,4.23
2024-08-08,INST011,Muscle and Hustle,Evening,15MIN,8,7,32,4.35
2024-08-08,INST011,Muscle and Hustle,Evening,15MIN,2,23,23,4.36
2024-08-08,INST002,B.L.T.,Evening,45MIN,6,10,10,4.1
2024-08-08,INST002,B.L.T.,Morning,30MIN,1,12,18,4.15
2024-08-08,INST002,B.L.T.,Afternoon,75MIN,6,11,12,4.13
2024-08-08,INST013,Myobility,Early Morning,75MIN,9,8,16,4.01
2024-08-08,INST013,Myobility,Afternoon,75MIN,4,6,3,3.81
2024-08-08,INST013,B.L.T.,Afternoon,60MIN,9,2,6,3.85
2024-08-08,INST013,B.L.T.,Afternoon,15MIN,5,21,7,4.01
2024-08-08,INST013,Myobility,Morning,45MIN,4,7,5,3.84
2024-08-08,INST013,Myobility,Morning,75MIN,4,11,14,3.97
2024-08-08,INST004,B.L.T.,Evening,75MIN,7,29,3,4.35
2024-08-08,INST004,B.L.T.,Morning,75MIN,3,5,42,4.46
2024-08-08,INST004,B.L.T.,Early Morning,60MIN,0,10,28,4.34
2024-08-08,INST004,B.L.T.,Afternoon,30MIN,4,27,8,4.35
2024-08-08,INST004,B.L.T.,Evening,60MIN,7,10,18,4.31
2024-08-08,INST004,Hip Hop,Morning,30MIN,7,2,20,4.25
2024-08-08,INST001,Yoga,Evening,45MIN,4,29,9,4.3
2024-08-08,INST001,Yoga,Evening,60MIN,5,28,8,4.29
2024-08-08,INST001,Meditation,Afternoon,75MIN,3,28,10,4.29
2024-08-08,INST001,Yoga,Morning,60MIN,6,25,6,4.25
2024-08-08,INST001,Yoga,Afternoon,45MIN,3,15,4,4.1
2024-08-08,INST001,Yoga,Early Morning,15MIN,5,18,4,4.15
2024-08-08,INST001,Yoga,Morning,45MIN,0,16,7,4.11
2024-08-08,INST008,Myobility,Evening,15MIN,4,3,15,4.06
2024-08-08,INST008,Muscle and Hustle,Morning,30MIN,1,3,26,4.14
2024-08-08,INST008,Muscle and Hustle,Evening,45MIN,4,26,17,4.31
2024-08-08,INST008,Muscle and Hustle,Morning,60MIN,3,12,3,4.02
2024-08-08,INST008,Muscle and Hustle,Morning,30MIN,9,4,15,4.12
2024-08-08,INST008,Muscle and Hustle,Early Morning,30MIN,2,13,5,4.04
2024-08-08,INST008,Muscle and Hustle,Early Morning,45MIN,8,1,8,4.01
2024-08-08,INST020,TRX Circuit Party,Evening,45MIN,7,8,6,4.13
2024-08-08,INST020,Boxing,Evening,60MIN,0,6,10,4.08
2024-08-08,INST020,TRX Circuit Party,Early Morning,30MIN,2,12,18,4.24
2024-08-08,INST020,TRX Circuit Party,Early Morning,60MIN,1,20,29,4.42
2024-08-08,INST020,Hip Hop,Afternoon,75MIN,9,38,1,4.4
2024-08-08,INST020,B.L.T.,Morning,45MIN,3,15,6,4.16
2024-08-08,INST020,Boxing,Morning,30MIN,3,6,7,4.08
2024-08-08,INST005,Aerobics,Early Morning,30MIN,9,1,2,3.6
2024-08-08,INST005,TRX Circuit Party,Early Morning,45MIN,8,13,12,3.81
2024-08-08,INST005,TRX Circuit Party,Afternoon,30MIN,2,18,25,3.93
2024-08-08,INST005,TRX Circuit Party,Afternoon,75MIN,1,16,23,3.88
2024-08-08,INST005,TRX Circuit Party,Afternoon,45MIN,4,8,10,3.7
2024-08-08,INST007,Aerobics,Early Morning,45MIN,6,8,19,3.41
2024-08-08,INST007,Aerobics,Morning,45MIN,9,9,5,3.31
2024-08-08,INST007,Yoga,Early Morning,75MIN,7,17,1,3.33
2024-08-08,INST007,Aerobics,Evening,75MIN,5,1,3,3.17
2024-08-08,INST010,B.L.T.,Early Morning,45MIN,7,8,26,3.89
2024-08-08,INST010,B.L.T.,Early Morning,30MIN,2,23,3,3.76
2024-08-08,INST010,Myobility,Early Morning,45MIN,0,6,21,3.75
2024-08-08,INST010,Myobility,Morning,75MIN,6,12,7,3.73
2024-08-08,INST010,B.L.T.,Afternoon,75MIN,4,27,2,3.81
2024-08-08,INST010,Myobility,Morning,75MIN,6,13,23,3.9
2024-08-08,INST010,B.L.T.,Afternoon,30MIN,8,5,11,3.72
2024-08-08,INST006,Hip Hop,Evening,15MIN,2,6,5,3.37
2024-08-08,INST006,B.L.T.,Evening,15MIN,5,11,22,3.62
2024-08-08,INST006,Myobility,Evening,60MIN,2,2,24,3.52
2024-08-08,INST006,Myobility,Morning,30MIN,4,18,7,3.53
2024-08-08,INST006,B.L.T.,Early Morning,60MIN,1,3,19,3.47
2024-08-08,INST006,Hip Hop,Morning,30MIN,9,12,6,3.51
2024-08-08,INST019,Meditation,Morning,30MIN,1,16,6,3.71
2024-08-08,INST019,B.L.T.,Early Morning,60MIN,2,16,3,3.69
2024-08-08,INST019,B.L.T.,Morning,15MIN,9,3,15,3.75
2024-08-08,INST019,Meditation,Evening,15MIN,0,30,13,3.91
2024-08-08,INST003,Myobility,Evening,15MIN,7,16,15,3.46
2024-08-08,INST003,TRX Circuit Party,Early Morning,30MIN,3,5,6,3.22
2024-08-08,INST003,Aerobics,Early Morning,60MIN,8,2,1,3.19
2024-08-08,INST003,B.L.T.,Early Morning,75MIN,7,2,1,3.18
2024-08-08,INST003,Myobility,Early Morning,30MIN,3,6,21,3.38
2024-08-08,INST012,Meditation,Afternoon,30MIN,3,21,7,3.79
2024-08-08,INST012,Meditation,Early Morning,75MIN,0,7,4,3.59
2024-08-08,INST018,Muscle and Hustle,Evening,75MIN,0,40,4,4.2
2024-08-08,INST018,Yoga,Afternoon,60MIN,4,16,3,3.99
2024-08-08,INST018,Yoga,Early Morning,45MIN,0,24,11,4.11
2024-08-08,INST018,Yoga,Evening,75MIN,6,18,3,4.03
2024-08-08,INST018,Yoga,Early Morning,60MIN,9,28,4,4.17
2024-08-08,INST018,Muscle and Hustle,Afternoon,30MIN,1,42,3,4.22
2024-08-08,INST009,Muscle and Hustle,Evening,45MIN,7,11,19,3.41
2024-08-08,INST009,Muscle and Hustle,Morning,75MIN,2,9,21,3.36
2024-08-08,INST009,Muscle and Hustle,Early Morning,75MIN,8,4,26,3.42
2024-08-08,INST009,Hip Hop,Early Morning,15MIN,5,10,7,3.26
2024-08-08,INST009,Muscle and Hustle,Morning,60MIN,3,0,2,3.09
2024-08-08,INST009,Boxing,Afternoon,45MIN,6,8,7,3.25
2024-08-09,INST014,TRX Circuit Party,Early Morning,15MIN,1,14,21,3.76
2024-08-09,INST014,Muscle and Hustle,Early Morning,30MIN,9,1,22,3.72
2024-08-09,INST014,Muscle and Hustle,Evening,75MIN,5,0,36,3.81
2024-08-09,INST014,Hip Hop,Early Morning,30MIN,0,19,4,3.63
2024-08-09,INST010,Myobility,Evening,60MIN,2,0,11,3.61
2024-08-09,INST010,B.L.T.,Evening,45MIN,3,32,10,3.93
2024-08-09,INST010,Myobility,Early Morning,75MIN,3,15,9,3.75
2024-08-09,INST010,B.L.T.,Early Morning,45MIN,6,9,7,3.7
2024-08-09,INST010,Myobility,Evening,60MIN,7,23,7,3.85
2024-08-09,INST010,B.L.T.,Afternoon,15MIN,5,7,15,3.75
2024-08-09,INST010,Myobility,Morning,60MIN,9,31,2,3.9
2024-08-09,INST006,Hip Hop,Afternoon,45MIN,0,8,4,3.36
2024-08-09,INST006,TRX Circuit Party,Evening,30MIN,9,6,2,3.41
2024-08-09,INST006,Myobility,Evening,45MIN,6,11,11,3.52
2024-08-09,INST015,Hip Hop,Early Morning,60MIN,6,10,8,3.88
2024-08-09,INST015,Hip Hop,Afternoon,45MIN,3,31,3,4.01
2024-08-09,INST015,Hip Hop,Early Morning,30MIN,9,19,2,3.94
2024-08-09,INST016,Yoga,Morning,45MIN,0,9,4,3.73
2024-08-09,INST016,Yoga,Morning,30MIN,8,28,5,4.01
2024-08-09,INST016,Yoga,Afternoon,45MIN,6,29,7,4.02
2024-08-09,INST016,B.L.T.,Evening,30MIN,0,2,31,3.93
2024-08-09,INST016,Hip Hop,Morning,30MIN,0,9,34,4.03
2024-08-09,INST016,Yoga,Early Morning,60MIN,3,11,2,3.76
2024-08-09,INST016,B.L.T.,Evening,60MIN,5,19,19,4.03
2024-08-09,INST009,Muscle and Hustle,Early Morning,45MIN,3,7,3,3.17
2024-08-09,INST009,Boxing,Early Morning,15MIN,9,15,14,3.42
2024-08-09,INST009,Boxing,Evening,30MIN,7,15,16,3.42
2024-08-09,INST009,Boxing,Early Morning,45MIN,2,6,9,3.21
2024-08-09,INST009,Muscle and Hustle,Afternoon,15MIN,6,11,16,3.37
2024-08-09,INST009,Hip Hop,Evening,15MIN,2,5,3,3.14
2024-08-09,INST009,Hip Hop,Early Morning,45MIN,5,0,3,3.12
2024-08-09,INST013,B.L.T.,Evening,15MIN,0,16,2,3.86
2024-08-09,INST013,B.L.T.,Early Morning,60MIN,7,11,18,4.04
2024-08-09,INST013,Myobility,Morning,75MIN,7,33,1,4.09
2024-08-09,INST013,Myobility,Early Morning,15MIN,4,7,15,3.94
2024-08-09,INST013,Myobility,Early Morning,15MIN,5,14,2,3.89
2024-08-09,INST013,Myobility,Early Morning,45MIN,3,30,4,4.05
2024-08-09,INST013,Myobility,Early Morning,60MIN,3,25,17,4.13
2024-08-09,INST005,Aerobics,Early Morning,75MIN,7,6,32,3.93
2024-08-09,INST005,Aerobics,Evening,75MIN,0,7,34,3.89
2024-08-09,INST005,TRX Circuit Party,Morning,60MIN,1,13,19,3.81
2024-08-09,INST005,Aerobics,Evening,75MIN,3,14,5,3.7
2024-08-09,INST005,TRX Circuit Party,Evening,15MIN,8,11,9,3.76
2024-08-09,INST005,TRX Circuit Party,Evening,15MIN,0,13,21,3.82
2024-08-09,INST005,TRX Circuit Party,Morning,75MIN,3,14,20,3.85
2024-08-09,INST020,TRX Circuit Party,Morning,75MIN,9,9,6,4.16
2024-08-09,INST020,TRX Circuit Party,Morning,30MIN,0,16,24,4.32
2024-08-09,INST020,Hip Hop,Morning,60MIN,0,21,12,4.25
2024-08-09,INST020,Hip Hop,Afternoon,60MIN,0,10,29,4.31
2024-08-09,INST001,Yoga,Early Morning,45MIN,9,28,4,4.29
2024-08-09,INST001,Aerobics,Afternoon,15MIN,7,37,4,4.36
2024-08-09,INST001,B.L.T.,Evening,30MIN,8,13,11,4.2
2024-08-09,INST001,B.L.T.,Evening,75MIN,7,23,4,4.22
2024-08-09,INST017,Pilates,Evening,60MIN,1,23,10,3.94
2024-08-09,INST017,Pilates,Evening,60MIN,4,16,4,3.84
2024-08-09,INST017,Muscle and Hustle,Evening,15MIN,4,4,4,3.72
2024-08-09,INST017,Meditation,Early Morning,75MIN,7,21,2,3.9
2024-08-09,INST017,Muscle and Hustle,Afternoon,75MIN,1,19,25,4.05
2024-08-09,INST017,Meditation,Evening,30MIN,5,29,8,4.02
2024-08-09,INST011,Muscle and Hustle,Evening,60MIN,7,7,14,4.16
2024-08-09,INST011,Muscle and Hustle,Morning,75MIN,1,29,16,4.34
2024-08-09,INST011,Yoga,Evening,75MIN,3,29,10,4.3
2024-08-09,INST003,Aerobics,Afternoon,60MIN,7,3,1,3.19
2024-08-09,INST003,Myobility,Morning,60MIN,6,4,8,3.26
2024-08-09,INST003,Aerobics,Early Morning,60MIN,2,10,7,3.27
2024-08-09,INST003,TRX Circuit Party,Evening,45MIN,6,16,18,3.48
2024-08-09,INST003,TRX Circuit Party,Early Morning,30MIN,4,10,11,3.33
2024-08-09,INST003,TRX Circuit Party,Afternoon,15MIN,0,6,10,3.24
2024-08-09,INST003,Myobility,Morning,75MIN,4,5,2,3.19
2024-08-09,INST012,Meditation,Early Morning,45MIN,3,7,1,3.59
2024-08-09,INST012,Aerobics,Early Morning,45MIN,9,7,14,3.78
2024-08-09,INST012,Meditation,Early Morning,45MIN,5,30,9,3.92
2024-08-09,INST012,Aerobics,Afternoon,30MIN,3,29,11,3.91
2024-08-09,INST012,Pilates,Afternoon,75MIN,2,11,3,3.64
2024-08-09,INST012,Pilates,Morning,45MIN,0,25,11,3.84
2024-08-09,INST012,Pilates,Evening,15MIN,2,23,9,3.82
2024-08-09,INST002,B.L.T.,Evening,75MIN,7,11,10,4.12
2024-08-09,INST002,B.L.T.,Morning,60MIN,4,2,33,4.23
2024-08-09,INST002,B.L.T.,Early Morning,15MIN,8,3,14,4.09
2024-08-09,INST002,B.L.T.,Morning,45MIN,1,11,17,4.13
2024-08-09,INST002,B.L.T.,Early Morning,60MIN,1,5,40,4.3
2024-08-09,INST019,B.L.T.,Morning,45MIN,8,0,7,3.63
2024-08-09,INST019,Meditation,Afternoon,60MIN,4,20,5,3.77
2024-08-09,INST019,Meditation,Evening,15MIN,6,30,8,3.92
2024-08-09,INST019,B.L.T.,Morning,45MIN,8,0,18,3.74
2024-08-09,INST019,Meditation,Afternoon,15MIN,0,30,13,3.91
2024-08-09,INST019,Meditation,Morning,75MIN,1,13,5,3.67
2024-08-09,INST019,B.L.T.,Early Morning,75MIN,6,6,19,3.79
2024-08-09,INST018,Muscle and Hustle,Morning,45MIN,2,15,2,3.95
2024-08-09,INST018,Yoga,Afternoon,60MIN,4,21,6,4.07
2024-08-09,INST018,Yoga,Morning,45MIN,3,29,10,4.18
2024-08-09,INST018,Muscle and Hustle,Afternoon,75MIN,7,0,10,3.93
2024-08-09,INST018,Yoga,Early Morning,30MIN,8,33,7,4.24
2024-08-09,INST008,Muscle and Hustle,Afternoon,30MIN,4,9,33,4.3
2024-08-09,INST008,Myobility,Morning,15MIN,7,11,25,4.27
2024-08-09,INST008,Myobility,Evening,30MIN,9,4,10,4.07
2024-08-09,INST008,Muscle and Hustle,Afternoon,30MIN,3,2,10,3.99
2024-08-09,INST004,B.L.T.,Early Morning,60MIN,1,4,17,4.18
2024-08-09,INST004,B.L.T.,Afternoon,75MIN,4,7,13,4.2
2024-08-09,INST004,B.L.T.,Early Morning,30MIN,3,8,26,4.33
2024-08-09,INST007,Aerobics,Afternoon,60MIN,0,3,4,3.15
2024-08-09,INST007,Yoga,Afternoon,45MIN,2,21,8,3.39
2024-08-09,INST007,Yoga,Afternoon,75MIN,2,16,6,3.32
2024-08-09,INST007,Yoga,Morning,45MIN,7,27,5,3.47
2024-08-10,INST019,B.L.T.,Afternoon,15MIN,8,7,27,3.9
2024-08-10,INST019,Meditation,Evening,30MIN,7,21,2,3.78
2024-08-10,INST019,B.L.T.,Early Morning,45MIN,4,10,23,3.85
2024-08-10,INST016,Hip Hop,Morning,75MIN,5,4,25,3.94
2024-08-10,INST016,Hip Hop,Afternoon,60MIN,4,25,16,4.05
2024-08-10,INST016,Yoga,Early Morning,60MIN,5,23,6,3.94
2024-08-10,INST016,B.L.T.,Early Morning,60MIN,4,24,15,4.03
2024-08-10,INST020,TRX Circuit Party,Evening,60MIN,3,19,26,4.4
2024-08-10,INST020,TRX Circuit Party,Evening,30MIN,0,12,19,4.23
2024-08-10,INST020,B.L.T.,Morning,15MIN,3,21,6,4.22
2024-08-10,INST002,B.L.T.,Morning,60MIN,7,8,9,4.08
2024-08-10,INST002,B.L.T.,Morning,60MIN,6,18,21,4.29
2024-08-10,INST002,B.L.T.,Early Morning,15MIN,9,19,18,4.3
2024-08-10,INST003,Myobility,Afternoon,75MIN,8,30,2,3.48
2024-08-10,INST003,Aerobics,Early Morning,45MIN,7,8,1,3.24
2024-08-10,INST003,B.L.T.,Early Morning,75MIN,1,4,10,3.23
2024-08-10,INST003,Myobility,Afternoon,15MIN,3,3,6,3.2
2024-08-10,INST003,TRX Circuit Party,Early Morning,30MIN,0,5,8,3.21
2024-08-10,INST003,Myobility,Afternoon,75MIN,1,4,25,3.38
2024-08-10,INST003,Aerobics,Morning,45MIN,3,8,5,3.24
2024-08-10,INST010,B.L.T.,Early Morning,30MIN,1,4,14,3.67
2024-08-10,INST010,B.L.T.,Morning,30MIN,9,24,8,3.89
2024-08-10,INST010,B.L.T.,Morning,60MIN,7,5,18,3.78
2024-08-10,INST010,B.L.T.,Afternoon,45MIN,7,20,1,3.76
2024-08-10,INST010,B.L.T.,Afternoon,30MIN,1,27,7,3.83
2024-08-10,INST010,B.L.T.,Afternoon,15MIN,3,5,27,3.83
2024-08-10,INST005,Aerobics,Afternoon,60MIN,2,22,2,3.74
2024-08-10,INST005,Aerobics,Early Morning,60MIN,7,2,2,3.59
2024-08-10,INST005,TRX Circuit Party,Morning,30MIN,8,11,9,3.76
2024-08-10,INST013,Myobility,Evening,45MIN,2,12,11,3.93
2024-08-10,INST013,B.L.T.,Early Morning,15MIN,4,9,18,3.99
2024-08-10,INST013,Myobility,Early Morning,45MIN,9,0,6,3.83
2024-08-10,INST013,B.L.T.,Afternoon,45MIN,6,8,15,3.97
2024-08-10,INST013,Myobility,Morning,30MIN,2,12,3,3.85
2024-08-10,INST013,Myobility,Early Morning,60MIN,9,3,15,3.95
2024-08-10,INST004,Hip Hop,Morning,45MIN,2,4,22,4.24
2024-08-10,INST004,B.L.T.,Early Morning,75MIN,5,11,3,4.15
2024-08-10,INST004,B.L.T.,Evening,60MIN,5,11,23,4.35
2024-08-10,INST008,Muscle and Hustle,Afternoon,15MIN,0,15,18,4.17
2024-08-10,INST008,Muscle and Hustle,Evening,15MIN,0,22,3,4.09
2024-08-10,INST008,Myobility,Evening,30MIN,5,3,36,4.28
2024-08-10,INST008,Myobility,Afternoon,15MIN,1,16,22,4.23
2024-08-10,INST008,Myobility,Evening,60MIN,6,28,13,4.31
2024-08-10,INST008,Muscle and Hustle,Early Morning,60MIN,2,11,35,4.32
2024-08-10,INST008,Muscle and Hustle,Early Morning,75MIN,8,9,1,4.02
2024-08-10,INST012,Aerobics,Morning,60MIN,9,1,18,3.76
2024-08-10,INST012,Meditation,Afternoon,45MIN,7,30,6,3.91
2024-08-10,INST012,Yoga,Early Morning,60MIN,7,16,0,3.71
2024-08-10,INST012,Meditation,Evening,60MIN,1,7,3,3.59
2024-08-10,INST018,Yoga,Afternoon,30MIN,2,29,11,4.18
2024-08-10,INST018,Yoga,Morning,75MIN,5,16,2,3.99
2024-08-10,INST014,Muscle and Hustle,Early Morning,15MIN,3,7,10,3.6
2024-08-10,INST014,Muscle and Hustle,Afternoon,75MIN,4,1,8,3.53
2024-08-10,INST014,Muscle and Hustle,Morning,15MIN,9,13,7,3.69
2024-08-10,INST014,TRX Circuit Party,Early Morning,15MIN,7,4,1,3.52
2024-08-10,INST014,TRX Circuit Party,Morning,45MIN,5,11,13,3.69
2024-08-10,INST014,Hip Hop,Afternoon,45MIN,1,9,1,3.51
2024-08-10,INST014,Meditation,Evening,75MIN,4,20,5,3.69
2024-08-10,INST015,Aerobics,Morning,60MIN,1,7,18,3.9
2024-08-10,INST015,Aerobics,Morning,45MIN,7,8,2,3.81
2024-08-10,INST015,Aerobics,Afternoon,75MIN,8,17,16,4.05
2024-08-10,INST015,Hip Hop,Afternoon,30MIN,4,9,17,3.94
2024-08-10,INST015,Aerobics,Afternoon,15MIN,5,8,19,3.96
2024-08-10,INST015,Aerobics,Evening,45MIN,3,22,10,3.99
2024-08-10,INST009,Muscle and Hustle,Morning,75MIN,8,0,1,3.13
2024-08-10,INST009,Muscle and Hustle,Early Morning,75MIN,4,1,2,3.11
2024-08-10,INST009,Boxing,Evening,45MIN,3,15,21,3.43
2024-08-10,INST009,Hip Hop,Afternoon,75MIN,9,7,21,3.41
2024-08-10,INST017,Muscle and Hustle,Early Morning,60MIN,5,4,11,3.8
2024-08-10,INST017,Meditation,Early Morning,75MIN,0,30,13,4.03
2024-08-10,INST017,Muscle and Hustle,Afternoon,30MIN,8,3,17,3.88
2024-08-10,INST017,Muscle and Hustle,Evening,75MIN,2,19,2,3.83
2024-08-10,INST017,Pilates,Evening,15MIN,5,19,4,3.88
2024-08-10,INST011,Muscle and Hustle,Afternoon,15MIN,8,13,2,4.11
2024-08-10,INST011,Muscle and Hustle,Morning,30MIN,2,14,5,4.09
2024-08-10,INST011,Muscle and Hustle,Morning,15MIN,3,26,6,4.23
2024-08-10,INST011,Yoga,Morning,30MIN,6,29,7,4.3
2024-08-10,INST011,Muscle and Hustle,Afternoon,30MIN,2,10,11,4.11
2024-08-10,INST011,Yoga,Afternoon,30MIN,0,11,6,4.05
2024-08-10,INST006,Hip Hop,Morning,45MIN,7,12,12,3.55
2024-08-10,INST006,B.L.T.,Afternoon,60MIN,6,3,4,3.37
2024-08-10,INST006,Myobility,Morning,30MIN,5,11,15,3.55
2024-08-10,INST006,TRX Circuit Party,Evening,60MIN,9,5,0,3.38
2024-08-10,INST006,Hip Hop,Early Morning,30MIN,4,1,32,3.61
2024-08-10,INST006,TRX Circuit Party,Early Morning,15MIN,0,6,9,3.39
2024-08-10,INST006,B.L.T.,Morning,15MIN,1,3,16,3.44
2024-08-10,INST001,B.L.T.,Morning,45MIN,1,19,7,4.15
2024-08-10,INST001,Meditation,Early Morning,30MIN,4,26,8,4.26
2024-08-10,INST001,B.L.T.,Evening,30MIN,3,1,27,4.19
2024-08-10,INST001,Meditation,Evening,60MIN,8,24,3,4.23
2024-08-10,INST007,Meditation,Afternoon,60MIN,1,15,6,3.3
2024-08-10,INST007,Yoga,Early Morning,45MIN,0,8,4,3.2
2024-08-11,INST019,B.L.T.,Afternoon,75MIN,5,5,1,3.59
2024-08-11,INST019,Meditation,Evening,45MIN,4,25,8,3.85
