Date,Start_station,End_station,Duration,Bike_ID
12/30/2019,Beatrice / Ballona,Charnock / Beatrice,7,482
9/16/2019,McConnell / McConnell,Playa / Olympic,7,433
11/22/2019,Fountain / Durango,Plaza / Overland,18,577
11/17/2019,Overland / Olympic,Charnock / Beatrice,7,547
9/14/2019,Charnock / Beatrice,Fountain / Figueroa,14,395
12/18/2019,Vermont / Venice,Sepulveda / Runway,13,357
10/4/2019,Wilcox / Vista,Virgil / Vermont,7,610
10/14/2019,Vista / Virgil,Runway / Rowena,9,416
11/19/2019,Figueroa / Durango,Overland / McConnell,16,592
11/3/2019,McConnell / McConnell,Hyperion / Hollywood,15,621
12/2/2019,Ardmore / 6th,Beatrice / Ballona,10,528
9/5/2019,Fountain / Durango,Berendo / Beatrice,5,270
11/17/2019,Virgil / Vermont,Overland / McConnell,9,613
9/14/2019,Overland / McConnell,Exposition / Culver,9,592
11/22/2019,Overland / McConnell,Ardmore / 6th,8,518
12/15/2019,Overland / McConnell,McConnell / Inglewood,14,493
11/13/2019,Ardmore / 6th,Rowena / Rose,11,436
9/1/2019,Overland / Olympic,Beatrice / 6th,14,617
9/28/2019,Hollywood / Fountain,Beatrice / Ballona,11,464
10/14/2019,Berendo / Ballona,Inglewood / Hollywood,11,698
9/11/2019,Charnock / Beatrice,Overland / Olympic,7,495
11/6/2019,Playa / Olympic,Exposition / Culver,16,421
11/9/2019,Culver / Charnock,Rose / Rodney,14,497
10/16/2019,Rowena / Rodney,Ballona / 6th,7,258
9/13/2019,Virgil / Vermont,Culver / Berendo,10,453
9/16/2019,Figueroa / Culver,Westlawn / Vista,11,591
10/23/2019,Durango / Charnock,Beatrice / 6th,10,428
12/19/2019,Wilcox / Vista,Ballona / Ardmore,18,367
12/10/2019,Durango / Centinela,Fountain / Figueroa,6,635
10/3/2019,Culver / Berendo,Overland / Olympic,10,494
9/3/2019,Durango / Charnock,McConnell / McConnell,10,598
9/20/2019,Hyperion / Hollywood,McConnell / McConnell,8,271
9/22/2019,Fountain / Durango,Rowena / Rose,9,422
9/3/2019,Ballona / Ardmore,Beatrice / 6th,7,625
9/18/2019,Fountain / Figueroa,Ardmore / 6th,13,313
9/29/2019,Wilcox / Vista,Culver / Berendo,14,419
9/30/2019,Overland / Olympic,Fountain / Figueroa,20,562
10/6/2019,Charnock / Beatrice,Overland / Olympic,9,273
10/11/2019,Charnock / Beatrice,Durango / Charnock,6,494
10/27/2019,Ballona / Ardmore,Beatrice / Ballona,3,372
12/16/2019,Sepulveda / Runway,Overland / McConnell,6,632
11/10/2019,Sepulveda / Runway,Durango / Centinela,12,602
12/30/2019,Virgil / Vermont,Sepulveda / Runway,8,526
12/9/2019,Berendo / Beatrice,Beatrice / 6th,10,620
11/5/2019,Hollywood / Fountain,Culver / Charnock,4,521
10/22/2019,Vista / Virgil,Hyperion / Hollywood,5,524
9/16/2019,Ardmore / 6th,Vista / Virgil,4,313
9/27/2019,Berendo / Ballona,Beatrice / Ardmore,5,685
12/9/2019,Runway / Rowena,Overland / Olympic,6,453
9/21/2019,Rowena / Rose,Overland / McConnell,16,553
9/8/2019,Ardmore / 6th,Ballona / Ardmore,3,528
9/5/2019,McConnell / Inglewood,Overland / McConnell,14,330
10/26/2019,Playa / Olympic,Sepulveda / Runway,10,374
9/5/2019,Charnock / Beatrice,Beatrice / Ballona,11,423
11/13/2019,Westlawn / Vista,Overland / McConnell,9,591
11/22/2019,Overland / McConnell,Ardmore / 6th,8,442
10/30/2019,Rowena / Rose,Culver / Charnock,6,312
12/22/2019,Culver / Berendo,Beatrice / Ballona,8,317
9/26/2019,Rowena / Rodney,Vermont / Sepulveda,4,91
11/26/2019,Rowena / Rose,Fountain / Durango,13,329
11/25/2019,Berendo / Beatrice,McConnell / McConnell,12,358
11/24/2019,Virgil / Vermont,Durango / Centinela,11,482
12/22/2019,Virgil / Vermont,Vermont / Venice,9,545
12/16/2019,Culver / Charnock,Sepulveda / Runway,6,507
9/18/2019,Runway / Rowena,Hyperion / Hollywood,7,590
12/26/2019,Virgil / Vermont,Wilcox / Vista,10,384
12/21/2019,Berendo / Beatrice,Wilcox / Vista,8,481
11/16/2019,Overland / McConnell,Durango / Charnock,10,376
11/9/2019,Rose / Rodney,Virgil / Vermont,7,399
9/5/2019,Rowena / Rodney,Vermont / Sepulveda,11,258
12/9/2019,Overland / McConnell,Culver / Charnock,16,436
11/10/2019,Venice / Runway,Ballona / 6th,5,293
9/10/2019,Playa / Olympic,Fountain / Durango,8,636
9/20/2019,Playa / Olympic,Culver / Berendo,14,611
12/17/2019,Sepulveda / Runway,Overland / Olympic,11,374
10/7/2019,Runway / Rowena,Vermont / Venice,17,366
9/2/2019,McConnell / McConnell,Overland / McConnell,8,358
12/25/2019,Overland / Olympic,Beatrice / 6th,11,610
9/5/2019,Vermont / Venice,Hyperion / Hollywood,20,335
12/7/2019,Berendo / Beatrice,Beatrice / 6th,10,279
12/2/2019,Plaza / Playa,Beatrice / Ardmore,3,36
10/11/2019,Rowena / Rose,Westlawn / Vista,8,284
10/27/2019,Fountain / Figueroa,Wilcox / Vista,6,309
9/26/2019,Culver / Berendo,Beatrice / Ballona,10,560
12/25/2019,Fountain / Exposition,Hyperion / Fountain,5,100
12/18/2019,Wilcox / Vista,Durango / Charnock,9,511
9/28/2019,Rowena / Rose,Beatrice / 6th,11,618
9/10/2019,Ardmore / 6th,Overland / McConnell,7,581
11/11/2019,Culver / Berendo,Rowena / Rose,15,445
10/27/2019,McConnell / McConnell,Overland / McConnell,9,333
9/29/2019,Hyperion / Hollywood,Figueroa / Durango,10,522
9/12/2019,Ballona / Ardmore,Beatrice / 6th,6,528
9/19/2019,McConnell / McConnell,Durango / Centinela,13,339
12/17/2019,Beatrice / Ardmore,Berendo / Ballona,5,301
9/18/2019,McConnell / McConnell,Playa / Overland,9,371
12/14/2019,Exposition / Culver,Culver / Charnock,8,435
11/15/2019,Figueroa / Culver,Olympic / McConnell,9,512
10/12/2019,Westlawn / Vista,Beatrice / 6th,9,542
10/14/2019,Runway / Rowena,Virgil / Vermont,10,579
9/26/2019,Virgil / Vermont,Fountain / Figueroa,8,576
10/18/2019,Fountain / Figueroa,Overland / McConnell,9,635
9/6/2019,Rose / Rodney,Culver / Charnock,14,497
10/5/2019,Berendo / Beatrice,Durango / Centinela,9,467
12/21/2019,Vermont / Venice,Hyperion / Hollywood,14,627
11/30/2019,Vista / Virgil,Ballona / Ardmore,6,384
10/13/2019,Vista / Vermont,Westlawn / Virgil,5,120
10/3/2019,Figueroa / Durango,Vermont / Venice,6,367
12/7/2019,Vista / Virgil,Ballona / Ardmore,11,411
9/17/2019,Culver / Berendo,Figueroa / Culver,9,419
12/20/2019,Plaza / Playa,Berendo / Ballona,7,186
12/1/2019,Vista / Virgil,Beatrice / Ballona,14,525
11/27/2019,Durango / Charnock,Ardmore / 6th,7,575
11/1/2019,Overland / McConnell,Culver / Berendo,10,608
11/23/2019,Beatrice / 6th,Beatrice / Ballona,6,617
9/7/2019,Exposition / Culver,Berendo / Beatrice,5,366
10/21/2019,Vermont / Sepulveda,Westlawn / Virgil,8,72
11/18/2019,Durango / Centinela,Fountain / Figueroa,10,350
12/21/2019,Charnock / Beatrice,Beatrice / Ballona,7,634
9/7/2019,Overland / Olympic,Culver / Berendo,10,526
10/21/2019,Playa / Olympic,Durango / Centinela,5,352
9/9/2019,McConnell / McConnell,Olympic / McConnell,4,466
9/10/2019,Figueroa / Durango,Wilcox / Vista,7,392
12/18/2019,Beatrice / 6th,Overland / McConnell,9,563
12/13/2019,Runway / Rowena,Overland / Olympic,8,407
9/6/2019,Playa / Olympic,Fountain / Figueroa,13,583
9/2/2019,Westlawn / Vista,Beatrice / 6th,7,629
12/15/2019,Culver / Charnock,Culver / Berendo,3,436
10/21/2019,Playa / Olympic,Durango / Charnock,15,402
9/22/2019,Vista / Virgil,Ballona / Ardmore,7,481
10/7/2019,Playa / Olympic,Durango / Centinela,5,517
12/1/2019,Figueroa / Durango,Exposition / Culver,320,427
11/16/2019,Hyperion / Hollywood,Ballona / Ardmore,13,389
12/9/2019,Charnock / Beatrice,Beatrice / Ballona,13,539
10/3/2019,Runway / Rowena,Runway / Rowena,26,416
11/19/2019,Figueroa / Durango,Hyperion / Hollywood,9,490
11/8/2019,Ardmore / 6th,Olympic / McConnell,6,327
9/2/2019,Wilcox / Vista,Virgil / Vermont,10,291
12/30/2019,Charnock / Beatrice,Figueroa / Durango,10,583
9/14/2019,Charnock / Beatrice,Figueroa / Durango,10,472
12/1/2019,Ballona / Ardmore,Exposition / Culver,8,482
11/28/2019,Fountain / Durango,Plaza / Overland,14,615
11/13/2019,Wilcox / Vista,Vista / Virgil,15,537
9/13/2019,Ballona / Ardmore,Figueroa / Culver,12,481
11/18/2019,Runway / Rose,Hollywood / Figueroa,32,105
11/21/2019,Plaza / Overland,Fountain / Durango,14,552
10/9/2019,Rowena / Rose,Virgil / Vermont,17,479
12/2/2019,Durango / Centinela,Beatrice / Ballona,9,525
10/24/2019,Beatrice / Ballona,Ardmore / 6th,4,539
9/24/2019,Vista / Virgil,McConnell / Inglewood,6,313
11/25/2019,Playa / Overland,Vermont / Venice,18,543
9/9/2019,Vermont / Venice,Wilcox / Vista,10,576
9/19/2019,Hollywood / Figueroa,Runway / Rose,15,255
11/29/2019,Overland / McConnell,Beatrice / Ballona,5,389
9/9/2019,Figueroa / Culver,Figueroa / Culver,71,388
11/16/2019,Berendo / Beatrice,Fountain / Figueroa,6,395
9/6/2019,Hollywood / Fountain,Virgil / Vermont,7,378
11/9/2019,Overland / Olympic,Beatrice / Ballona,13,380
10/5/2019,Ballona / Ardmore,Culver / Charnock,9,285
11/18/2019,Culver / Berendo,Charnock / Beatrice,4,375
12/23/2019,Beatrice / 6th,Westlawn / Vista,7,276
12/2/2019,Virgil / Vermont,Figueroa / Culver,7,378
10/16/2019,Vermont / Venice,Playa / Olympic,16,413
12/5/2019,Ardmore / 6th,Ballona / Ardmore,3,589
10/21/2019,Rose / Plaza,Sepulveda / Rowena,10,65
11/30/2019,Fountain / Figueroa,Wilcox / Vista,8,562
10/19/2019,Fountain / Figueroa,Vista / Virgil,15,282
10/23/2019,Overland / Olympic,Overland / Olympic,168,462
11/3/2019,Durango / Charnock,Sepulveda / Runway,6,348
9/8/2019,Berendo / Beatrice,Durango / Charnock,7,484
11/1/2019,Charnock / Beatrice,McConnell / McConnell,5,530
9/3/2019,Fountain / Durango,Playa / Olympic,12,290
11/1/2019,Charnock / Beatrice,Overland / Olympic,11,374
12/8/2019,Hollywood / Fountain,Culver / Berendo,10,425
12/19/2019,Beatrice / 6th,Ballona / Ardmore,9,572
12/9/2019,Hyperion / Hollywood,Wilcox / Vista,16,627
10/8/2019,Playa / Olympic,Durango / Centinela,4,431
9/24/2019,Beatrice / Ballona,Runway / Rowena,10,504
10/12/2019,Ballona / Ardmore,Durango / Centinela,11,572
10/29/2019,Virgil / Vermont,Vista / Virgil,5,562
11/14/2019,Beatrice / Ballona,Vermont / Venice,26,265
12/10/2019,Playa / Overland,Culver / Berendo,12,363
10/25/2019,Durango / Charnock,Figueroa / Culver,5,511
11/15/2019,Westlawn / Vista,Figueroa / Durango,8,274
12/28/2019,Durango / Charnock,Ardmore / 6th,6,328
9/5/2019,Culver / Berendo,Fountain / Durango,7,425
10/14/2019,Overland / Olympic,Culver / Berendo,11,374
9/11/2019,Playa / Overland,Overland / McConnell,14,423
9/17/2019,Inglewood / Hyperion,Centinela / Beatrice,5,146
10/9/2019,Culver / Charnock,Overland / McConnell,13,312
10/12/2019,Overland / Olympic,Runway / Rowena,7,437
9/4/2019,Vermont / Sepulveda,Charnock / Centinela,4,258
9/14/2019,Playa / Overland,Culver / Charnock,5,310
12/17/2019,Fountain / Durango,Culver / Berendo,13,425
10/29/2019,Exposition / Charnock,Charnock / Berendo,15,97
12/6/2019,Berendo / Beatrice,Overland / McConnell,7,526
10/15/2019,Beatrice / 6th,Culver / Berendo,5,457
11/13/2019,Overland / Olympic,Charnock / Beatrice,8,319
9/7/2019,Culver / Charnock,Hollywood / Fountain,4,285
11/4/2019,Culver / Berendo,Fountain / Figueroa,18,425
11/19/2019,Beatrice / Ballona,Culver / Charnock,11,372
10/5/2019,Overland / Olympic,Wilcox / Vista,24,527
10/25/2019,Berendo / Ballona,Beatrice / Ardmore,5,301
12/6/2019,Playa / Olympic,Durango / Centinela,5,321
9/9/2019,Beatrice / 6th,Culver / Charnock,8,459
10/3/2019,Hyperion / Hollywood,McConnell / Inglewood,5,584
9/14/2019,Vista / Vermont,Westlawn / Virgil,5,684
9/25/2019,Vista / Virgil,Fountain / Figueroa,8,406
11/2/2019,Sepulveda / Runway,Overland / McConnell,9,470
9/24/2019,Fountain / Durango,Overland / McConnell,7,429
9/17/2019,Durango / Centinela,Overland / McConnell,5,572
10/29/2019,Olympic / McConnell,Overland / McConnell,8,356
9/20/2019,Westlawn / Vista,Fountain / Durango,6,320
10/4/2019,Berendo / Beatrice,Playa / Olympic,7,557
12/3/2019,Culver / Berendo,Playa / Olympic,13,474
9/10/2019,Ardmore / 6th,Vista / Virgil,4,539
12/25/2019,Beatrice / Ballona,Culver / Berendo,10,579
9/17/2019,Vermont / Venice,Overland / McConnell,12,591
11/17/2019,Charnock / Beatrice,Overland / McConnell,12,319
9/12/2019,Rowena / Rodney,Vermont / Sepulveda,6,15
10/3/2019,Westlawn / Vista,Figueroa / Culver,6,314
10/22/2019,Runway / Rowena,Overland / McConnell,14,544
11/29/2019,Overland / Olympic,Culver / Berendo,11,341
12/19/2019,Overland / Olympic,Charnock / Beatrice,8,605
9/10/2019,Hyperion / Hollywood,Culver / Berendo,6,360
11/1/2019,Durango / Centinela,Fountain / Figueroa,9,431
11/23/2019,Westlawn / Vista,Culver / Berendo,4,276
11/27/2019,Fountain / Durango,Overland / McConnell,7,329
12/26/2019,Wilcox / Vista,Vermont / Venice,3,627
9/9/2019,Ardmore / 6th,Vista / Virgil,5,312
12/1/2019,Overland / Olympic,Charnock / Beatrice,7,452
12/23/2019,Vermont / Venice,Overland / McConnell,12,265
11/22/2019,Ballona / Ardmore,Overland / McConnell,6,589
10/3/2019,Culver / Berendo,Beatrice / 6th,4,341
9/4/2019,Virgil / Vermont,Wilcox / Vista,10,606
10/26/2019,Charnock / Beatrice,Playa / Olympic,13,459
11/6/2019,Vista / Virgil,Rowena / Rose,8,266
10/29/2019,Ballona / Ardmore,Culver / Berendo,10,598
10/14/2019,Overland / McConnell,Beatrice / 6th,11,567
12/4/2019,Sepulveda / Runway,McConnell / Inglewood,8,438
9/10/2019,Culver / Centinela,Rowena / Rodney,10,256
10/12/2019,Beatrice / 6th,Playa / Olympic,9,611
12/25/2019,Hollywood / Fountain,Ardmore / 6th,14,291
11/4/2019,Beatrice / Ballona,Overland / Olympic,14,479
12/27/2019,Culver / Berendo,Beatrice / Ballona,14,593
9/17/2019,Culver / Charnock,Exposition / Culver,9,372
11/20/2019,Wilcox / Vista,Playa / Olympic,11,623
12/20/2019,Culver / Berendo,Runway / Rowena,6,579
11/7/2019,Charnock / Beatrice,Durango / Charnock,16,436
9/18/2019,Berendo / Beatrice,Culver / Berendo,10,364
9/13/2019,Ardmore / 6th,Vista / Virgil,3,495
10/7/2019,Overland / McConnell,Beatrice / 6th,10,610
11/3/2019,Culver / Berendo,Overland / Olympic,11,531
11/9/2019,Beatrice / Ardmore,Plaza / Playa,5,697
9/5/2019,Wilcox / Vista,Virgil / Vermont,9,575
10/25/2019,Beatrice / Ballona,Vermont / Venice,20,593
12/18/2019,Ballona / Ardmore,Vista / Virgil,5,436
12/28/2019,Vista / Virgil,Culver / Berendo,5,382
9/20/2019,McConnell / McConnell,Durango / Centinela,13,497
9/23/2019,Overland / Olympic,Charnock / Beatrice,7,531
10/16/2019,Playa / Olympic,Fountain / Durango,7,269
11/8/2019,Playa / Overland,Olympic / McConnell,6,447
10/23/2019,Rodney / Plaza,Fountain / Exposition,5,212
12/20/2019,Sepulveda / Runway,Beatrice / Ballona,6,321
11/25/2019,Overland / Olympic,Figueroa / Durango,16,290
9/21/2019,Berendo / Beatrice,Durango / Centinela,12,442
12/13/2019,Vista / Virgil,Berendo / Beatrice,8,538
11/17/2019,Westlawn / Virgil,Rodney / Playa,3,203
10/2/2019,Sepulveda / Runway,Overland / McConnell,7,410
11/18/2019,Exposition / Culver,Culver / Berendo,9,525
11/7/2019,Plaza / Overland,Fountain / Figueroa,5,536
9/23/2019,Hyperion / Hollywood,McConnell / McConnell,9,415
11/19/2019,Overland / McConnell,Virgil / Vermont,10,497
10/20/2019,Ardmore / 6th,Fountain / Figueroa,14,399
9/2/2019,Rowena / Rose,Charnock / Beatrice,6,278
9/27/2019,Virgil / Vermont,Overland / McConnell,11,347
10/23/2019,Playa / Olympic,Fountain / Figueroa,11,572
9/28/2019,Culver / Berendo,Wilcox / Vista,16,279
10/7/2019,Overland / Olympic,Exposition / Culver,18,459
12/2/2019,Berendo / Beatrice,Overland / McConnell,7,513
9/27/2019,Sepulveda / Runway,Berendo / Beatrice,5,634
10/10/2019,Durango / Centinela,McConnell / McConnell,11,419
11/25/2019,Fountain / Durango,Rose / Rodney,13,623
9/2/2019,Overland / McConnell,Fountain / Durango,8,627
12/14/2019,McConnell / McConnell,Overland / McConnell,11,353
12/13/2019,Vermont / Venice,Fountain / Durango,11,292
11/30/2019,Ardmore / 6th,Beatrice / Ballona,6,624
12/2/2019,Wilcox / Vista,Berendo / Beatrice,7,453
12/14/2019,Virgil / Vermont,Berendo / Beatrice,14,470
9/22/2019,Berendo / Beatrice,Durango / Charnock,6,328
9/5/2019,Runway / Rowena,Overland / Olympic,11,411
11/15/2019,Runway / Rowena,Overland / Olympic,9,566
10/19/2019,Overland / McConnell,Ballona / Ardmore,7,492
12/26/2019,Beatrice / Ballona,Sepulveda / Runway,7,613
11/1/2019,Vermont / Venice,Vermont / Venice,16,358
11/30/2019,Rowena / Rose,Vista / Virgil,6,589
11/29/2019,Culver / Charnock,Hyperion / Hollywood,6,585
12/4/2019,Hollywood / Fountain,Westlawn / Vista,4,574
9/30/2019,Overland / McConnell,Olympic / McConnell,9,410
9/16/2019,Overland / McConnell,Playa / Overland,13,491
11/10/2019,Culver / Berendo,Rose / Rodney,15,467
10/5/2019,Overland / McConnell,Olympic / McConnell,14,592
12/19/2019,Culver / Centinela,Venice / Sepulveda,10,45
10/9/2019,Runway / Rowena,Durango / Charnock,8,392
12/8/2019,Culver / Berendo,Overland / McConnell,10,541
11/20/2019,Charnock / Beatrice,Beatrice / Ballona,9,483
11/3/2019,Wilcox / Vista,Overland / McConnell,14,528
12/29/2019,Charnock / Beatrice,Playa / Olympic,10,575
11/6/2019,Runway / Rowena,Culver / Berendo,5,434
10/3/2019,Culver / Berendo,Overland / Olympic,10,552
9/18/2019,Overland / McConnell,Olympic / McConnell,11,362
12/15/2019,Virgil / Vermont,Wilcox / Vista,10,283
12/29/2019,Beatrice / Ballona,Olympic / McConnell,6,483
9/7/2019,Charnock / Beatrice,Playa / Olympic,13,452
9/22/2019,Wilcox / Vista,Overland / McConnell,12,612
11/5/2019,Playa / Olympic,Durango / Centinela,5,477
10/5/2019,Playa / Olympic,Virgil / Vermont,14,474
9/15/2019,Runway / Rowena,Overland / Olympic,8,269
11/26/2019,Runway / Rowena,Durango / Centinela,14,289
12/13/2019,Playa / Olympic,Olympic / McConnell,10,380
9/25/2019,Figueroa / Culver,Overland / Olympic,8,327
10/29/2019,Runway / Rowena,Beatrice / Ballona,13,259
12/1/2019,Beatrice / Ballona,Westlawn / Vista,10,382
9/14/2019,Playa / Olympic,Figueroa / Durango,8,426
9/23/2019,Berendo / Beatrice,Beatrice / 6th,9,593
10/20/2019,Rowena / Rose,Virgil / Vermont,7,621
9/18/2019,Overland / Olympic,Charnock / Beatrice,7,413
12/12/2019,Overland / McConnell,Fountain / Durango,8,540
11/29/2019,Runway / Rowena,Vista / Virgil,8,407
9/15/2019,Overland / Olympic,Olympic / McConnell,14,327
10/1/2019,Runway / Rowena,Berendo / Beatrice,14,344
10/30/2019,Virgil / Vermont,Beatrice / Ballona,10,625
9/22/2019,Fountain / Figueroa,Overland / McConnell,9,611
11/6/2019,Berendo / Beatrice,Charnock / Beatrice,10,547
12/21/2019,Figueroa / Culver,Vista / Virgil,8,378
11/13/2019,Fountain / Durango,Rowena / Rose,14,623
10/29/2019,Charnock / Beatrice,Overland / Olympic,10,552
11/3/2019,Beatrice / Ballona,Culver / Berendo,10,466
9/9/2019,Beatrice / Ardmore,Berendo / Ballona,5,685
11/27/2019,Figueroa / Culver,Olympic / McConnell,7,451
10/25/2019,Vermont / Sepulveda,Westlawn / Virgil,9,76
12/15/2019,Vista / Virgil,McConnell / Inglewood,6,542
10/4/2019,Culver / Charnock,Overland / Olympic,11,584
9/16/2019,Culver / Berendo,Playa / Overland,7,285
10/7/2019,Overland / Olympic,Charnock / Beatrice,7,269
10/24/2019,Figueroa / Culver,Olympic / McConnell,10,473
9/17/2019,Culver / Berendo,Hyperion / Hollywood,6,599
12/8/2019,Vista / Virgil,Ballona / Ardmore,6,311
9/1/2019,Runway / Rowena,Beatrice / Ballona,9,387
11/24/2019,Overland / McConnell,Westlawn / Vista,18,537
11/15/2019,Ballona / Ardmore,Playa / Overland,13,276
12/22/2019,Figueroa / Durango,Overland / McConnell,6,539
11/27/2019,Beatrice / Ballona,Playa / Overland,11,329
11/11/2019,Olympic / McConnell,Durango / Centinela,13,518
9/22/2019,Culver / Berendo,Beatrice / 6th,8,265
12/25/2019,Beatrice / Ballona,Durango / Charnock,10,387
9/9/2019,Virgil / Vermont,Fountain / Figueroa,9,621
10/2/2019,Rowena / Rose,Culver / Charnock,8,623
10/23/2019,Sepulveda / Runway,Durango / Centinela,14,289
12/13/2019,Overland / McConnell,Rose / Rodney,14,558
9/25/2019,Overland / McConnell,Vermont / Venice,17,508
9/2/2019,Playa / Olympic,Figueroa / Durango,10,538
11/20/2019,Charnock / Beatrice,Culver / Berendo,4,269
12/18/2019,Overland / McConnell,McConnell / Inglewood,14,292
12/29/2019,Vista / Virgil,Hyperion / Hollywood,4,613
10/25/2019,Overland / McConnell,Culver / Charnock,14,405
11/11/2019,Charnock / Beatrice,Beatrice / Ballona,10,539
10/25/2019,Charnock / Beatrice,Beatrice / Ballona,12,431
12/19/2019,Sepulveda / Runway,Berendo / Beatrice,6,542
11/27/2019,Vista / Virgil,Ardmore / 6th,7,378
10/24/2019,Beatrice / 6th,Beatrice / Ballona,5,341
10/3/2019,Ballona / Ardmore,Vista / Virgil,6,311
12/27/2019,Overland / McConnell,Virgil / Vermont,9,581
12/29/2019,Rose / Rodney,Durango / Centinela,15,558
9/24/2019,McConnell / McConnell,Durango / Centinela,10,419
10/4/2019,McConnell / McConnell,Playa / Overland,29,443
9/21/2019,Beatrice / Ballona,Overland / McConnell,7,603
11/22/2019,Culver / Charnock,McConnell / Inglewood,5,405
12/17/2019,Figueroa / Durango,Vista / Virgil,6,538
12/28/2019,Wilcox / Vista,Ballona / Ardmore,18,602
10/6/2019,Charnock / Beatrice,Overland / McConnell,22,467
11/16/2019,Ardmore / 6th,Ballona / Ardmore,4,490
11/26/2019,Sepulveda / Runway,Beatrice / Ballona,9,413
12/24/2019,Overland / McConnell,Charnock / Beatrice,13,467
10/12/2019,Figueroa / Culver,Charnock / Beatrice,10,465
10/28/2019,Overland / Olympic,Beatrice / Ballona,18,583
12/28/2019,Fountain / Durango,Ardmore / 6th,5,400
9/9/2019,Playa / Olympic,Durango / Centinela,56,547
9/4/2019,Westlawn / Vista,Fountain / Figueroa,11,466
9/7/2019,Hollywood / Fountain,Exposition / Culver,11,450
10/9/2019,Westlawn / Vista,McConnell / Inglewood,5,367
12/10/2019,Virgil / Vermont,McConnell / McConnell,14,619
9/29/2019,Olympic / McConnell,Westlawn / Vista,17,287
10/24/2019,Fountain / Figueroa,Overland / McConnell,14,472
9/8/2019,Fountain / Figueroa,Exposition / Culver,11,421
11/18/2019,Culver / Charnock,Culver / Berendo,4,310
11/17/2019,Durango / Centinela,Playa / Olympic,5,612
12/7/2019,Runway / Rowena,Hyperion / Hollywood,6,441
10/10/2019,Charnock / Beatrice,Beatrice / 6th,5,416
12/15/2019,Vermont / Venice,Westlawn / Vista,13,260
11/28/2019,Beatrice / 6th,Rowena / Rose,9,434
11/20/2019,McConnell / McConnell,Ardmore / 6th,7,271
10/25/2019,Culver / Charnock,Olympic / McConnell,5,368
9/4/2019,Playa / Overland,Playa / Overland,74,276
9/6/2019,Sepulveda / Runway,Beatrice / 6th,7,563
9/13/2019,Runway / Rowena,Playa / Overland,5,617
11/11/2019,Sepulveda / Runway,Charnock / Beatrice,7,549
12/28/2019,Durango / Centinela,Playa / Olympic,49,477
11/26/2019,Vista / Virgil,Ballona / Ardmore,5,538
11/17/2019,Exposition / Charnock,Exposition / Charnock,175,165
11/27/2019,Figueroa / Durango,Plaza / Overland,9,515
9/9/2019,Westlawn / Vista,Exposition / Culver,10,364
11/29/2019,Overland / McConnell,Runway / Rowena,18,287
11/6/2019,Overland / McConnell,Westlawn / Vista,16,350
12/22/2019,Overland / McConnell,Westlawn / Vista,15,329
10/7/2019,Culver / Charnock,Figueroa / Culver,9,334
11/18/2019,Playa / Olympic,Durango / Centinela,6,286
10/11/2019,Charnock / Beatrice,Sepulveda / Runway,8,549
12/9/2019,Sepulveda / Runway,Ballona / Ardmore,7,458
10/23/2019,Sepulveda / Runway,Sepulveda / Runway,16,355
12/4/2019,Figueroa / Durango,Berendo / Beatrice,3,495
12/1/2019,Runway / Rowena,Playa / Olympic,17,287
9/16/2019,Overland / Olympic,Sepulveda / Runway,17,360
12/18/2019,Hyperion / Hollywood,Vista / Virgil,5,599
11/27/2019,Virgil / Vermont,Virgil / Vermont,47,564
11/14/2019,Vista / Virgil,Hyperion / Hollywood,5,599
10/20/2019,Ballona / Ardmore,Sepulveda / Runway,5,463
11/28/2019,Overland / Olympic,Overland / Olympic,36,554
9/8/2019,Olympic / McConnell,Vista / Virgil,8,362
11/2/2019,Vista / Virgil,Overland / Olympic,9,596
10/5/2019,Ballona / Ardmore,Fountain / Figueroa,13,612
12/25/2019,Durango / Charnock,Runway / Rowena,9,511
11/29/2019,Culver / Charnock,Overland / Olympic,9,613
10/9/2019,Wilcox / Vista,Culver / Berendo,17,351
11/16/2019,Culver / Berendo,Wilcox / Vista,23,259
10/19/2019,Beatrice / 6th,Wilcox / Vista,28,320
11/13/2019,Hollywood / Fountain,Fountain / Figueroa,12,376
11/30/2019,Overland / Olympic,Charnock / Beatrice,30,545
9/30/2019,Playa / Olympic,Durango / Centinela,5,423
9/24/2019,Figueroa / Durango,Westlawn / Vista,185,426
10/28/2019,Olympic / McConnell,Playa / Olympic,13,462
9/17/2019,Rowena / Rose,Exposition / Culver,12,434
9/15/2019,Vermont / Venice,Fountain / Figueroa,5,562
12/1/2019,Vista / Virgil,McConnell / McConnell,8,631
12/24/2019,Figueroa / Durango,Plaza / Overland,8,329
10/14/2019,Charnock / Beatrice,Westlawn / Vista,4,350
12/29/2019,Virgil / Vermont,Vermont / Venice,11,359
12/18/2019,Centinela / Beatrice,Inglewood / Hyperion,5,670
9/11/2019,Playa / Olympic,Rose / Rodney,18,552
12/7/2019,Culver / Berendo,Playa / Olympic,9,525
9/11/2019,Hyperion / Hollywood,Runway / Rowena,5,579
10/10/2019,Sepulveda / Rowena,Rodney / Playa,6,258
9/23/2019,Overland / Olympic,Charnock / Beatrice,16,637
12/20/2019,Vista / Virgil,Overland / McConnell,13,353
11/21/2019,Overland / McConnell,Overland / Olympic,18,577
9/5/2019,Overland / Olympic,Culver / Charnock,8,395
9/30/2019,Berendo / Beatrice,Overland / McConnell,6,406
