Date,Factory,Market,Units
3/15/2012,Phoenix,United Kingdom,33
3/15/2012,Portland,Australia,179
3/15/2012,Portland,Brazil,109
3/15/2012,Portland,Canada,35
3/15/2012,Portland,China,272
3/15/2012,Portland,France,178
3/15/2012,Portland,Germany,286
3/15/2012,Portland,India,89
3/15/2012,Portland,Indonesia,113
3/15/2012,Portland,Iran,80
3/15/2012,Portland,Italy,65
3/15/2012,Portland,Japan,141
3/15/2012,Portland,Mexico,153
3/15/2012,Portland,Netherlands,294
3/15/2012,Portland,Poland,181
3/15/2012,Portland,Russia,32
3/15/2012,Portland,South Korea,296
3/15/2012,Portland,Spain,122
3/15/2012,Portland,Taiwan,57
3/15/2012,Portland,Turkey,222
3/15/2012,Portland,United Kingdom,94
3/15/2012,San Antonio,Australia,115
3/15/2012,San Antonio,Brazil,241
3/15/2012,San Antonio,Canada,20
3/15/2012,San Antonio,China,143
3/15/2012,San Antonio,France,198
3/15/2012,San Antonio,Germany,205
3/15/2012,San Antonio,India,187
3/15/2012,San Antonio,Indonesia,145
3/15/2012,San Antonio,Iran,185
3/15/2012,San Antonio,Italy,250
3/15/2012,San Antonio,Japan,231
3/15/2012,San Antonio,Mexico,187
3/15/2012,San Antonio,Netherlands,268
3/15/2012,San Antonio,Poland,112
3/15/2012,San Antonio,Russia,46
3/15/2012,San Antonio,South Korea,138
3/15/2012,San Antonio,Spain,119
3/15/2012,San Antonio,Taiwan,125
3/15/2012,San Antonio,Turkey,238
3/15/2012,San Antonio,United Kingdom,78
3/15/2012,San Diego,Australia,112
3/15/2012,San Diego,Brazil,294
3/15/2012,San Diego,Canada,54
3/15/2012,San Diego,China,159
3/15/2012,San Diego,France,62
3/15/2012,San Diego,Germany,46
3/15/2012,San Diego,India,94
3/15/2012,San Diego,Indonesia,108
3/15/2012,San Diego,Iran,154
3/15/2012,San Diego,Italy,267
3/15/2012,San Diego,Japan,164
3/15/2012,San Diego,Mexico,211
3/15/2012,San Diego,Netherlands,273
3/15/2012,San Diego,Poland,98
3/15/2012,San Diego,Russia,31
3/15/2012,San Diego,South Korea,179
3/15/2012,San Diego,Spain,237
3/15/2012,San Diego,Taiwan,93
3/15/2012,San Diego,Turkey,279
3/15/2012,San Diego,United Kingdom,219
3/15/2012,San Francisco,Australia,202
3/15/2012,San Francisco,Brazil,238
3/15/2012,San Francisco,Canada,168
3/15/2012,San Francisco,China,71
3/15/2012,San Francisco,France,45
3/15/2012,San Francisco,Germany,89
3/15/2012,San Francisco,India,32
3/15/2012,San Francisco,Indonesia,25
3/15/2012,San Francisco,Iran,217
3/15/2012,San Francisco,Italy,232
3/15/2012,San Francisco,Japan,214
3/15/2012,San Francisco,Mexico,82
3/15/2012,San Francisco,Netherlands,297
3/15/2012,San Francisco,Poland,76
3/15/2012,San Francisco,Russia,31
3/15/2012,San Francisco,South Korea,130
3/15/2012,San Francisco,Spain,156
3/15/2012,San Francisco,Taiwan,207
3/15/2012,San Francisco,Turkey,126
3/15/2012,San Francisco,United Kingdom,243
3/15/2012,San Jose,Australia,134
3/15/2012,San Jose,Brazil,246
3/15/2012,San Jose,Canada,127
3/15/2012,San Jose,China,229
3/15/2012,San Jose,France,38
3/15/2012,San Jose,Germany,115
3/15/2012,San Jose,India,138
3/15/2012,San Jose,Indonesia,130
3/15/2012,San Jose,Iran,145
3/15/2012,San Jose,Italy,268
3/15/2012,San Jose,Japan,25
3/15/2012,San Jose,Mexico,135
3/15/2012,San Jose,Netherlands,125
3/15/2012,San Jose,Poland,136
3/15/2012,San Jose,Russia,35
3/15/2012,San Jose,South Korea,90
3/15/2012,San Jose,Spain,154
3/15/2012,San Jose,Taiwan,280
3/15/2012,San Jose,Turkey,39
3/15/2012,San Jose,United Kingdom,179
3/15/2012,Seattle,Australia,112
3/15/2012,Seattle,Brazil,33
3/15/2012,Seattle,Canada,93
3/15/2012,Seattle,China,207
3/15/2012,Seattle,France,188
3/15/2012,Seattle,Germany,207
3/15/2012,Seattle,India,231
3/15/2012,Seattle,Indonesia,212
3/15/2012,Seattle,Iran,149
3/15/2012,Seattle,Italy,44
3/15/2012,Seattle,Japan,275
3/15/2012,Seattle,Mexico,288
3/15/2012,Seattle,Netherlands,242
3/15/2012,Seattle,Poland,200
3/15/2012,Seattle,Russia,68
3/15/2012,Seattle,South Korea,99
3/15/2012,Seattle,Spain,66
3/15/2012,Seattle,Taiwan,50
3/15/2012,Seattle,Turkey,40
3/15/2012,Seattle,United Kingdom,153
3/15/2012,Washington,Australia,80
3/15/2012,Washington,Brazil,20
3/15/2012,Washington,Canada,225
3/15/2012,Washington,China,44
3/15/2012,Washington,France,215
3/15/2012,Washington,Germany,212
3/15/2012,Washington,India,261
3/15/2012,Washington,Indonesia,29
3/15/2012,Washington,Iran,132
3/15/2012,Washington,Italy,165
3/15/2012,Washington,Japan,152
3/15/2012,Washington,Mexico,98
3/15/2012,Washington,Netherlands,292
3/15/2012,Washington,Poland,143
3/15/2012,Washington,Russia,93
3/15/2012,Washington,South Korea,92
3/15/2012,Washington,Spain,159
3/15/2012,Washington,Taiwan,53
3/15/2012,Washington,Turkey,283
3/15/2012,Washington,United Kingdom,199
3/16/2012,Austin,Australia,268
3/16/2012,Austin,Brazil,263
3/16/2012,Austin,Canada,91
3/16/2012,Austin,China,251
3/16/2012,Austin,France,155
3/16/2012,Austin,Germany,200
3/16/2012,Austin,India,164
3/16/2012,Austin,Indonesia,129
3/16/2012,Austin,Iran,201
3/16/2012,Austin,Italy,227
3/16/2012,Austin,Japan,60
3/16/2012,Austin,Mexico,223
3/16/2012,Austin,Netherlands,253
3/16/2012,Austin,Poland,190
3/16/2012,Austin,Russia,294
3/16/2012,Austin,South Korea,272
3/16/2012,Austin,Spain,185
3/16/2012,Austin,Taiwan,43
3/16/2012,Austin,Turkey,40
3/16/2012,Austin,United Kingdom,274
3/16/2012,Baltimore,Australia,118
3/16/2012,Baltimore,Brazil,263
3/16/2012,Baltimore,Canada,85
3/16/2012,Baltimore,China,155
3/16/2012,Baltimore,France,156
3/16/2012,Baltimore,Germany,63
3/16/2012,Baltimore,India,267
3/16/2012,Baltimore,Indonesia,277
3/16/2012,Baltimore,Iran,37
3/16/2012,Baltimore,Italy,121
3/16/2012,Baltimore,Japan,30
3/16/2012,Baltimore,Mexico,269
3/16/2012,Baltimore,Netherlands,277
3/16/2012,Baltimore,Poland,22
3/16/2012,Baltimore,Russia,124
3/16/2012,Baltimore,South Korea,55
3/16/2012,Baltimore,Spain,31
3/16/2012,Baltimore,Taiwan,126
3/16/2012,Baltimore,Turkey,280
3/16/2012,Baltimore,United Kingdom,246
3/16/2012,Boston,Australia,52
3/16/2012,Boston,Brazil,168
3/16/2012,Boston,Canada,125
3/16/2012,Boston,China,89
3/16/2012,Boston,France,172
3/16/2012,Boston,Germany,275
3/16/2012,Boston,India,267
3/16/2012,Boston,Indonesia,203
3/16/2012,Boston,Iran,244
3/16/2012,Boston,Italy,61
3/16/2012,Boston,Japan,52
3/16/2012,Boston,Mexico,127
3/16/2012,Boston,Netherlands,56
3/16/2012,Boston,Poland,79
3/16/2012,Boston,Russia,132
3/16/2012,Boston,South Korea,288
3/16/2012,Boston,Spain,252
3/16/2012,Boston,Taiwan,278
3/16/2012,Boston,Turkey,135
3/16/2012,Boston,United Kingdom,96
3/16/2012,Charlotte,Australia,242
3/16/2012,Charlotte,Brazil,97
3/16/2012,Charlotte,Canada,271
3/16/2012,Charlotte,China,40
3/16/2012,Charlotte,France,292
3/16/2012,Charlotte,Germany,185
3/16/2012,Charlotte,India,239
3/16/2012,Charlotte,Indonesia,169
3/16/2012,Charlotte,Iran,68
3/16/2012,Charlotte,Italy,124
3/16/2012,Charlotte,Japan,132
3/16/2012,Charlotte,Mexico,107
3/16/2012,Charlotte,Netherlands,143
3/16/2012,Charlotte,Poland,162
3/16/2012,Charlotte,Russia,87
3/16/2012,Charlotte,South Korea,164
3/16/2012,Charlotte,Spain,42
3/16/2012,Charlotte,Taiwan,228
3/16/2012,Charlotte,Turkey,85
3/16/2012,Charlotte,United Kingdom,300
3/16/2012,Chicago,Australia,226
3/16/2012,Chicago,Brazil,40
3/16/2012,Chicago,Canada,35
3/16/2012,Chicago,China,189
3/16/2012,Chicago,France,234
3/16/2012,Chicago,Germany,290
3/16/2012,Chicago,India,52
3/16/2012,Chicago,Indonesia,34
3/16/2012,Chicago,Iran,80
3/16/2012,Chicago,Italy,240
3/16/2012,Chicago,Japan,60
3/16/2012,Chicago,Mexico,218
3/16/2012,Chicago,Netherlands,144
3/16/2012,Chicago,Poland,44
3/16/2012,Chicago,Russia,267
3/16/2012,Chicago,South Korea,245
3/16/2012,Chicago,Spain,272
3/16/2012,Chicago,Taiwan,75
3/16/2012,Chicago,Turkey,170
3/16/2012,Chicago,United Kingdom,22
3/16/2012,Columbus,Australia,262
3/16/2012,Columbus,Brazil,237
3/16/2012,Columbus,Canada,22
3/16/2012,Columbus,China,187
3/16/2012,Columbus,France,77
3/16/2012,Columbus,Germany,251
3/16/2012,Columbus,India,48
3/16/2012,Columbus,Indonesia,292
3/16/2012,Columbus,Iran,138
3/16/2012,Columbus,Italy,215
3/16/2012,Columbus,Japan,59
3/16/2012,Columbus,Mexico,272
3/16/2012,Columbus,Netherlands,152
3/16/2012,Columbus,Poland,246
3/16/2012,Columbus,Russia,85
3/16/2012,Columbus,South Korea,183
3/16/2012,Columbus,Spain,173
3/16/2012,Columbus,Taiwan,183
3/16/2012,Columbus,Turkey,84
3/16/2012,Columbus,United Kingdom,125
3/16/2012,Dallas,Australia,199
3/16/2012,Dallas,Brazil,289
3/16/2012,Dallas,Canada,171
3/16/2012,Dallas,China,56
3/16/2012,Dallas,France,40
3/16/2012,Dallas,Germany,99
3/16/2012,Dallas,India,245
3/16/2012,Dallas,Indonesia,53
3/16/2012,Dallas,Iran,133
3/16/2012,Dallas,Italy,30
3/16/2012,Dallas,Japan,94
3/16/2012,Dallas,Mexico,55
3/16/2012,Dallas,Netherlands,56
3/16/2012,Dallas,Poland,21
3/16/2012,Dallas,Russia,153
3/16/2012,Dallas,South Korea,297
3/16/2012,Dallas,Spain,166
3/16/2012,Dallas,Taiwan,108
3/16/2012,Dallas,Turkey,270
3/16/2012,Dallas,United Kingdom,120
3/16/2012,Denver,Australia,102
3/16/2012,Denver,Brazil,213
3/16/2012,Denver,Canada,172
3/16/2012,Denver,China,285
3/16/2012,Denver,France,145
3/16/2012,Denver,Germany,253
3/16/2012,Denver,India,78
3/16/2012,Denver,Indonesia,267
3/16/2012,Denver,Iran,143
3/16/2012,Denver,Italy,246
3/16/2012,Denver,Japan,183
3/16/2012,Denver,Mexico,261
3/16/2012,Denver,Netherlands,159
3/16/2012,Denver,Poland,134
3/16/2012,Denver,Russia,22
3/16/2012,Denver,South Korea,258
3/16/2012,Denver,Spain,24
3/16/2012,Denver,Taiwan,273
3/16/2012,Denver,Turkey,22
3/16/2012,Denver,United Kingdom,211
3/16/2012,Detroit,Australia,69
3/16/2012,Detroit,Brazil,232
3/16/2012,Detroit,Canada,177
3/16/2012,Detroit,China,293
3/16/2012,Detroit,France,160
3/16/2012,Detroit,Germany,50
3/16/2012,Detroit,India,273
3/16/2012,Detroit,Indonesia,76
3/16/2012,Detroit,Iran,150
3/16/2012,Detroit,Italy,276
3/16/2012,Detroit,Japan,77
3/16/2012,Detroit,Mexico,56
3/16/2012,Detroit,Netherlands,52
3/16/2012,Detroit,Poland,298
3/16/2012,Detroit,Russia,164
3/16/2012,Detroit,South Korea,94
3/16/2012,Detroit,Spain,276
3/16/2012,Detroit,Taiwan,63
3/16/2012,Detroit,Turkey,268
3/16/2012,Detroit,United Kingdom,206
3/16/2012,El Paso,Australia,160
3/16/2012,El Paso,Brazil,27
3/16/2012,El Paso,Canada,195
3/16/2012,El Paso,China,230
3/16/2012,El Paso,France,106
3/16/2012,El Paso,Germany,90
3/16/2012,El Paso,India,61
3/16/2012,El Paso,Indonesia,63
3/16/2012,El Paso,Iran,251
3/16/2012,El Paso,Italy,252
3/16/2012,El Paso,Japan,266
3/16/2012,El Paso,Mexico,139
3/16/2012,El Paso,Netherlands,192
3/16/2012,El Paso,Poland,112
3/16/2012,El Paso,Russia,297
3/16/2012,El Paso,South Korea,48
3/16/2012,El Paso,Spain,202
3/16/2012,El Paso,Taiwan,43
3/16/2012,El Paso,Turkey,202
3/16/2012,El Paso,United Kingdom,33
3/16/2012,Fort Worth,Australia,94
3/16/2012,Fort Worth,Brazil,64
3/16/2012,Fort Worth,Canada,163
3/16/2012,Fort Worth,China,293
3/16/2012,Fort Worth,France,185
3/16/2012,Fort Worth,Germany,108
3/16/2012,Fort Worth,India,135
3/16/2012,Fort Worth,Indonesia,154
3/16/2012,Fort Worth,Iran,178
3/16/2012,Fort Worth,Italy,70
3/16/2012,Fort Worth,Japan,170
3/16/2012,Fort Worth,Mexico,111
3/16/2012,Fort Worth,Netherlands,286
3/16/2012,Fort Worth,Poland,221
3/16/2012,Fort Worth,Russia,162
3/16/2012,Fort Worth,South Korea,63
3/16/2012,Fort Worth,Spain,61
3/16/2012,Fort Worth,Taiwan,298
3/16/2012,Fort Worth,Turkey,92
3/16/2012,Fort Worth,United Kingdom,173
3/16/2012,Houston,Australia,176
3/16/2012,Houston,Brazil,138
3/16/2012,Houston,Canada,224
3/16/2012,Houston,China,234
3/16/2012,Houston,France,179
3/16/2012,Houston,Germany,167
3/16/2012,Houston,India,252
3/16/2012,Houston,Indonesia,160
3/16/2012,Houston,Iran,111
3/16/2012,Houston,Italy,133
3/16/2012,Houston,Japan,288
3/16/2012,Houston,Mexico,193
3/16/2012,Houston,Netherlands,25
3/16/2012,Houston,Poland,30
3/16/2012,Houston,Russia,21
3/16/2012,Houston,South Korea,203
3/16/2012,Houston,Spain,206
3/16/2012,Houston,Taiwan,45
3/16/2012,Houston,Turkey,37
3/16/2012,Houston,United Kingdom,271
3/16/2012,Indianapolis,Australia,189
3/16/2012,Indianapolis,Brazil,197
3/16/2012,Indianapolis,Canada,123
3/16/2012,Indianapolis,China,76
3/16/2012,Indianapolis,France,271
3/16/2012,Indianapolis,Germany,200
3/16/2012,Indianapolis,India,170
3/16/2012,Indianapolis,Indonesia,187
3/16/2012,Indianapolis,Iran,189
3/16/2012,Indianapolis,Italy,131
3/16/2012,Indianapolis,Japan,144
3/16/2012,Indianapolis,Mexico,73
3/16/2012,Indianapolis,Netherlands,45
3/16/2012,Indianapolis,Poland,270
3/16/2012,Indianapolis,Russia,235
3/16/2012,Indianapolis,South Korea,93
3/16/2012,Indianapolis,Spain,41
3/16/2012,Indianapolis,Taiwan,113
3/16/2012,Indianapolis,Turkey,297
3/16/2012,Indianapolis,United Kingdom,231
3/16/2012,Jacksonville,Australia,198
3/16/2012,Jacksonville,Brazil,277
3/16/2012,Jacksonville,Canada,165
3/16/2012,Jacksonville,China,147
3/16/2012,Jacksonville,France,152
3/16/2012,Jacksonville,Germany,162
3/16/2012,Jacksonville,India,72
3/16/2012,Jacksonville,Indonesia,23
3/16/2012,Jacksonville,Iran,155
3/16/2012,Jacksonville,Italy,141
3/16/2012,Jacksonville,Japan,275
3/16/2012,Jacksonville,Mexico,37
3/16/2012,Jacksonville,Netherlands,81
3/16/2012,Jacksonville,Poland,42
3/16/2012,Jacksonville,Russia,52
3/16/2012,Jacksonville,South Korea,160
3/16/2012,Jacksonville,Spain,139
3/16/2012,Jacksonville,Taiwan,180
3/16/2012,Jacksonville,Turkey,148
3/16/2012,Jacksonville,United Kingdom,206
3/16/2012,Las Vegas,Australia,93
3/16/2012,Las Vegas,Brazil,51
3/16/2012,Las Vegas,Canada,63
3/16/2012,Las Vegas,China,76
3/16/2012,Las Vegas,France,184
3/16/2012,Las Vegas,Germany,160
3/16/2012,Las Vegas,India,277
3/16/2012,Las Vegas,Indonesia,294
3/16/2012,Las Vegas,Iran,151
3/16/2012,Las Vegas,Italy,270
3/16/2012,Las Vegas,Japan,116
3/16/2012,Las Vegas,Mexico,40
3/16/2012,Las Vegas,Netherlands,234
3/16/2012,Las Vegas,Poland,91
3/16/2012,Las Vegas,Russia,66
3/16/2012,Las Vegas,South Korea,245
3/16/2012,Las Vegas,Spain,176
3/16/2012,Las Vegas,Taiwan,32
3/16/2012,Las Vegas,Turkey,122
3/16/2012,Las Vegas,United Kingdom,49
3/16/2012,Los Angeles,Australia,102
3/16/2012,Los Angeles,Brazil,106
3/16/2012,Los Angeles,Canada,145
3/16/2012,Los Angeles,China,266
3/16/2012,Los Angeles,France,173
3/16/2012,Los Angeles,Germany,209
3/16/2012,Los Angeles,India,210
3/16/2012,Los Angeles,Indonesia,292
3/16/2012,Los Angeles,Iran,29
3/16/2012,Los Angeles,Italy,232
3/16/2012,Los Angeles,Japan,50
3/16/2012,Los Angeles,Mexico,262
3/16/2012,Los Angeles,Netherlands,133
3/16/2012,Los Angeles,Poland,129
3/16/2012,Los Angeles,Russia,190
3/16/2012,Los Angeles,South Korea,169
3/16/2012,Los Angeles,Spain,243
3/16/2012,Los Angeles,Taiwan,157
3/16/2012,Los Angeles,Turkey,125
3/16/2012,Los Angeles,United Kingdom,36
3/16/2012,Louisville-Jefferson County,Australia,232
3/16/2012,Louisville-Jefferson County,Brazil,270
3/16/2012,Louisville-Jefferson County,Canada,224
3/16/2012,Louisville-Jefferson County,China,157
3/16/2012,Louisville-Jefferson County,France,231
3/16/2012,Louisville-Jefferson County,Germany,20
3/16/2012,Louisville-Jefferson County,India,81
3/16/2012,Louisville-Jefferson County,Indonesia,135
3/16/2012,Louisville-Jefferson County,Iran,82
3/16/2012,Louisville-Jefferson County,Italy,50
3/16/2012,Louisville-Jefferson County,Japan,71
3/16/2012,Louisville-Jefferson County,Mexico,131
3/16/2012,Louisville-Jefferson County,Netherlands,146
3/16/2012,Louisville-Jefferson County,Poland,92
3/16/2012,Louisville-Jefferson County,Russia,154
3/16/2012,Louisville-Jefferson County,South Korea,237
3/16/2012,Louisville-Jefferson County,Spain,186
3/16/2012,Louisville-Jefferson County,Taiwan,150
3/16/2012,Louisville-Jefferson County,Turkey,243
3/16/2012,Louisville-Jefferson County,United Kingdom,40
3/16/2012,Memphis,Australia,118
3/16/2012,Memphis,Brazil,192
3/16/2012,Memphis,Canada,153
3/16/2012,Memphis,China,52
3/16/2012,Memphis,France,174
3/16/2012,Memphis,Germany,192
3/16/2012,Memphis,India,252
3/16/2012,Memphis,Indonesia,264
3/16/2012,Memphis,Iran,300
3/16/2012,Memphis,Italy,176
3/16/2012,Memphis,Japan,244
3/16/2012,Memphis,Mexico,115
3/16/2012,Memphis,Netherlands,287
3/16/2012,Memphis,Poland,120
3/16/2012,Memphis,Russia,209
3/16/2012,Memphis,South Korea,208
3/16/2012,Memphis,Spain,165
3/16/2012,Memphis,Taiwan,232
3/16/2012,Memphis,Turkey,270
3/16/2012,Memphis,United Kingdom,103
3/16/2012,Milwaukee,Australia,86
3/16/2012,Milwaukee,Brazil,108
3/16/2012,Milwaukee,Canada,257
3/16/2012,Milwaukee,China,100
3/16/2012,Milwaukee,France,135
3/16/2012,Milwaukee,Germany,179
3/16/2012,Milwaukee,India,279
3/16/2012,Milwaukee,Indonesia,37
3/16/2012,Milwaukee,Iran,191
3/16/2012,Milwaukee,Italy,285
3/16/2012,Milwaukee,Japan,84
3/16/2012,Milwaukee,Mexico,23
3/16/2012,Milwaukee,Netherlands,105
3/16/2012,Milwaukee,Poland,161
3/16/2012,Milwaukee,Russia,250
3/16/2012,Milwaukee,South Korea,299
3/16/2012,Milwaukee,Spain,67
3/16/2012,Milwaukee,Taiwan,148
3/16/2012,Milwaukee,Turkey,288
3/16/2012,Milwaukee,United Kingdom,282
3/16/2012,Nashville-Davidson,Australia,55
3/16/2012,Nashville-Davidson,Brazil,150
3/16/2012,Nashville-Davidson,Canada,162
3/16/2012,Nashville-Davidson,China,146
3/16/2012,Nashville-Davidson,France,169
3/16/2012,Nashville-Davidson,Germany,234
3/16/2012,Nashville-Davidson,India,243
3/16/2012,Nashville-Davidson,Indonesia,185
3/16/2012,Nashville-Davidson,Iran,209
3/16/2012,Nashville-Davidson,Italy,117
3/16/2012,Nashville-Davidson,Japan,200
3/16/2012,Nashville-Davidson,Mexico,42
3/16/2012,Nashville-Davidson,Netherlands,109
3/16/2012,Nashville-Davidson,Poland,292
3/16/2012,Nashville-Davidson,Russia,160
3/16/2012,Nashville-Davidson,South Korea,40
3/16/2012,Nashville-Davidson,Spain,123
3/16/2012,Nashville-Davidson,Taiwan,119
3/16/2012,Nashville-Davidson,Turkey,28
3/16/2012,Nashville-Davidson,United Kingdom,268
3/16/2012,New York,Australia,116
3/16/2012,New York,Brazil,172
3/16/2012,New York,Canada,122
3/16/2012,New York,China,47
3/16/2012,New York,France,238
3/16/2012,New York,Germany,256
3/16/2012,New York,India,140
3/16/2012,New York,Indonesia,257
3/16/2012,New York,Iran,211
3/16/2012,New York,Italy,266
3/16/2012,New York,Japan,22
3/16/2012,New York,Mexico,257
3/16/2012,New York,Netherlands,73
3/16/2012,New York,Poland,270
3/16/2012,New York,Russia,44
3/16/2012,New York,South Korea,34
3/16/2012,New York,Spain,62
3/16/2012,New York,Taiwan,66
3/16/2012,New York,Turkey,27
3/16/2012,New York,United Kingdom,85
3/16/2012,Philadelphia,Australia,20
3/16/2012,Philadelphia,Brazil,171
3/16/2012,Philadelphia,Canada,141
3/16/2012,Philadelphia,China,30
3/16/2012,Philadelphia,France,154
3/16/2012,Philadelphia,Germany,277
3/16/2012,Philadelphia,India,212
3/16/2012,Philadelphia,Indonesia,150
3/16/2012,Philadelphia,Iran,163
3/16/2012,Philadelphia,Italy,158
3/16/2012,Philadelphia,Japan,47
3/16/2012,Philadelphia,Mexico,37
3/16/2012,Philadelphia,Netherlands,296
3/16/2012,Philadelphia,Poland,279
3/16/2012,Philadelphia,Russia,46
3/16/2012,Philadelphia,South Korea,208
3/16/2012,Philadelphia,Spain,257
3/16/2012,Philadelphia,Taiwan,207
3/16/2012,Philadelphia,Turkey,92
3/16/2012,Philadelphia,United Kingdom,33
3/16/2012,Phoenix,Australia,196
3/16/2012,Phoenix,Brazil,59
3/16/2012,Phoenix,Canada,22
3/16/2012,Phoenix,China,198
3/16/2012,Phoenix,France,90
3/16/2012,Phoenix,Germany,233
3/16/2012,Phoenix,India,285
3/16/2012,Phoenix,Indonesia,106
3/16/2012,Phoenix,Iran,233
3/16/2012,Phoenix,Italy,240
3/16/2012,Phoenix,Japan,156
3/16/2012,Phoenix,Mexico,54
3/16/2012,Phoenix,Netherlands,85
3/16/2012,Phoenix,Poland,261
3/16/2012,Phoenix,Russia,156
3/16/2012,Phoenix,South Korea,86
3/16/2012,Phoenix,Spain,224
3/16/2012,Phoenix,Taiwan,108
3/16/2012,Phoenix,Turkey,20
3/16/2012,Phoenix,United Kingdom,258
3/16/2012,Portland,Australia,173
3/16/2012,Portland,Brazil,120
3/16/2012,Portland,Canada,63
3/16/2012,Portland,China,267
3/16/2012,Portland,France,35
3/16/2012,Portland,Germany,240
3/16/2012,Portland,India,149
3/16/2012,Portland,Indonesia,97
3/16/2012,Portland,Iran,256
3/16/2012,Portland,Italy,39
3/16/2012,Portland,Japan,42
3/16/2012,Portland,Mexico,94
3/16/2012,Portland,Netherlands,300
3/16/2012,Portland,Poland,194
3/16/2012,Portland,Russia,91
3/16/2012,Portland,South Korea,21
3/16/2012,Portland,Spain,187
3/16/2012,Portland,Taiwan,68
3/16/2012,Portland,Turkey,150
3/16/2012,Portland,United Kingdom,142
3/16/2012,San Antonio,Australia,185
3/16/2012,San Antonio,Brazil,142
3/16/2012,San Antonio,Canada,42
3/16/2012,San Antonio,China,135
3/16/2012,San Antonio,France,155
3/16/2012,San Antonio,Germany,252
3/16/2012,San Antonio,India,203
3/16/2012,San Antonio,Indonesia,86
3/16/2012,San Antonio,Iran,293
3/16/2012,San Antonio,Italy,217
3/16/2012,San Antonio,Japan,146
3/16/2012,San Antonio,Mexico,66
3/16/2012,San Antonio,Netherlands,39
3/16/2012,San Antonio,Poland,240
3/16/2012,San Antonio,Russia,154
3/16/2012,San Antonio,South Korea,82
3/16/2012,San Antonio,Spain,268
3/16/2012,San Antonio,Taiwan,279
3/16/2012,San Antonio,Turkey,179
3/16/2012,San Antonio,United Kingdom,202
3/16/2012,San Diego,Australia,175
3/16/2012,San Diego,Brazil,51
3/16/2012,San Diego,Canada,64
3/16/2012,San Diego,China,262
3/16/2012,San Diego,France,121
3/16/2012,San Diego,Germany,235
3/16/2012,San Diego,India,131
3/16/2012,San Diego,Indonesia,116
3/16/2012,San Diego,Iran,95
3/16/2012,San Diego,Italy,243
3/16/2012,San Diego,Japan,35
3/16/2012,San Diego,Mexico,205
3/16/2012,San Diego,Netherlands,161
3/16/2012,San Diego,Poland,213
3/16/2012,San Diego,Russia,160
3/16/2012,San Diego,South Korea,285
3/16/2012,San Diego,Spain,144
3/16/2012,San Diego,Taiwan,225
3/16/2012,San Diego,Turkey,297
3/16/2012,San Diego,United Kingdom,53
3/16/2012,San Francisco,Australia,47
3/16/2012,San Francisco,Brazil,172
3/16/2012,San Francisco,Canada,213
3/16/2012,San Francisco,China,32
3/16/2012,San Francisco,France,275
3/16/2012,San Francisco,Germany,185
3/16/2012,San Francisco,India,136
3/16/2012,San Francisco,Indonesia,170
3/16/2012,San Francisco,Iran,257
3/16/2012,San Francisco,Italy,110
3/16/2012,San Francisco,Japan,179
3/16/2012,San Francisco,Mexico,173
3/16/2012,San Francisco,Netherlands,179
3/16/2012,San Francisco,Poland,199
3/16/2012,San Francisco,Russia,227
3/16/2012,San Francisco,South Korea,263
3/16/2012,San Francisco,Spain,241
3/16/2012,San Francisco,Taiwan,181
3/16/2012,San Francisco,Turkey,253
3/16/2012,San Francisco,United Kingdom,153
3/16/2012,San Jose,Australia,220
3/16/2012,San Jose,Brazil,43
3/16/2012,San Jose,Canada,166
3/16/2012,San Jose,China,54
3/16/2012,San Jose,France,253
3/16/2012,San Jose,Germany,203
3/16/2012,San Jose,India,154
3/16/2012,San Jose,Indonesia,79
3/16/2012,San Jose,Iran,43
3/16/2012,San Jose,Italy,182
3/16/2012,San Jose,Japan,271
3/16/2012,San Jose,Mexico,269
3/16/2012,San Jose,Netherlands,47
3/16/2012,San Jose,Poland,90
3/16/2012,San Jose,Russia,222
3/16/2012,San Jose,South Korea,289
3/16/2012,San Jose,Spain,184
3/16/2012,San Jose,Taiwan,221
3/16/2012,San Jose,Turkey,222
3/16/2012,San Jose,United Kingdom,190
3/16/2012,Seattle,Australia,239
3/16/2012,Seattle,Brazil,38
3/16/2012,Seattle,Canada,200
3/16/2012,Seattle,China,293
3/16/2012,Seattle,France,252
3/16/2012,Seattle,Germany,174
3/16/2012,Seattle,India,71
3/16/2012,Seattle,Indonesia,52
3/16/2012,Seattle,Iran,57
3/16/2012,Seattle,Italy,240
3/16/2012,Seattle,Japan,22
3/16/2012,Seattle,Mexico,83
3/16/2012,Seattle,Netherlands,103
3/16/2012,Seattle,Poland,20
3/16/2012,Seattle,Russia,265
3/16/2012,Seattle,South Korea,237
3/16/2012,Seattle,Spain,130
3/16/2012,Seattle,Taiwan,137
3/16/2012,Seattle,Turkey,69
3/16/2012,Seattle,United Kingdom,266
3/16/2012,Washington,Australia,197
3/16/2012,Washington,Brazil,23
3/16/2012,Washington,Canada,38
3/16/2012,Washington,China,117
3/16/2012,Washington,France,193
3/16/2012,Washington,Germany,56
3/16/2012,Washington,India,147
3/16/2012,Washington,Indonesia,115
3/16/2012,Washington,Iran,68
3/16/2012,Washington,Italy,296
3/16/2012,Washington,Japan,107
3/16/2012,Washington,Mexico,130
3/16/2012,Washington,Netherlands,121
3/16/2012,Washington,Poland,247
3/16/2012,Washington,Russia,298
3/16/2012,Washington,South Korea,208
